sequence_id,sp,scaffold_base,propeptide,nglyc,protein_length,raw_pll_mean,pseudo_pLDDT
sp_SPcbhI__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,282,-0.1617,88.24
sp_SPcbhI__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPcbhI,glaA_trunc_KR_3xAla,none,nglyc_ablated,271,-0.1286,89.18
sp_SPcbhI__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_3xAla,none,nglyc_native,271,-0.1286,89.18
sp_SPcbhI__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,277,-0.1513,88.54
sp_SPcbhI__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,277,-0.1513,88.54
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,279,-0.1563,88.39
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,279,-0.1563,88.39
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI,glaA_trunc_KR_pts1ok,none,nglyc_ablated,268,-0.1228,89.35
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_pts1ok,none,nglyc_native,268,-0.1228,89.35
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,274,-0.1459,88.69
sp_SPcbhI__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,274,-0.1459,88.69
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,279,-0.1563,88.39
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,279,-0.1563,88.39
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI,tandem_KEX2_pts1ok,none,nglyc_ablated,268,-0.1228,89.35
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI,tandem_KEX2_pts1ok,none,nglyc_native,268,-0.1228,89.35
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,274,-0.1459,88.69
sp_SPcbhI__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,274,-0.1459,88.69
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,290,-0.1623,88.22
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,290,-0.1623,88.22
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,direct_3xAla_pts1blk,none,nglyc_ablated,279,-0.1381,88.91
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPcbhI_pro,direct_3xAla_pts1blk,none,nglyc_native,279,-0.1381,88.91
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,285,-0.1538,88.46
sp_SPcbhI_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,285,-0.1538,88.46
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,293,-0.1536,88.47
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_native,293,-0.1536,88.47
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,direct_his6_pts1ok,none,nglyc_ablated,282,-0.1278,89.21
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,direct_his6_pts1ok,none,nglyc_native,282,-0.1278,89.21
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,288,-0.1462,88.68
sp_SPcbhI_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_native,288,-0.1462,88.68
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1588,88.32
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_native,287,-0.1588,88.32
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,direct_natag_pts1ok,none,nglyc_ablated,276,-0.1335,89.04
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,direct_natag_pts1ok,none,nglyc_native,276,-0.1335,89.04
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1482,88.62
sp_SPcbhI_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_native,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_3xAla,none,nglyc_ablated,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_3xAla,none,nglyc_native,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_pts1ok,none,nglyc_ablated,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_pts1ok,none,nglyc_native,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_native,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_3xAla,none,nglyc_ablated,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_3xAla,none,nglyc_native,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_native,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_pts1ok,none,nglyc_ablated,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_pts1ok,none,nglyc_native,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,290,-0.1623,88.22
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_3xAla,none,nglyc_ablated,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_3xAla,none,nglyc_native,279,-0.1381,88.91
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,285,-0.1538,88.46
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,287,-0.1588,88.32
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_pts1ok,none,nglyc_ablated,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_pts1ok,none,nglyc_native,276,-0.1335,89.04
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1482,88.62
sp_SPcbhI_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,282,-0.1482,88.62
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1588,88.32
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,287,-0.1588,88.32
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPcbhI_pro,tandem_KEX2_pts1ok,none,nglyc_ablated,276,-0.1335,89.04
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPcbhI_pro,tandem_KEX2_pts1ok,none,nglyc_native,276,-0.1335,89.04
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPcbhI_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1482,88.62
sp_SPcbhI_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPcbhI_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,282,-0.1482,88.62
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,283,-0.1620,88.23
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,283,-0.1620,88.23
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPglaA,direct_3xAla_pts1blk,none,nglyc_ablated,272,-0.1378,88.92
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPglaA,direct_3xAla_pts1blk,none,nglyc_native,272,-0.1378,88.92
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,278,-0.1497,88.58
sp_SPglaA__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,278,-0.1497,88.58
sp_SPglaA__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1549,88.43
sp_SPglaA__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,direct_his6_pts1ok,long_kex2_pro,nglyc_native,286,-0.1549,88.43
sp_SPglaA__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,direct_his6_pts1ok,none,nglyc_ablated,275,-0.1316,89.10
sp_SPglaA__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,direct_his6_pts1ok,none,nglyc_native,275,-0.1316,89.10
sp_SPglaA__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1425,88.79
sp_SPglaA__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,direct_his6_pts1ok,short_kex2_pro,nglyc_native,281,-0.1425,88.79
sp_SPglaA__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,280,-0.1564,88.39
sp_SPglaA__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,direct_natag_pts1ok,long_kex2_pro,nglyc_native,280,-0.1564,88.39
sp_SPglaA__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,direct_natag_pts1ok,none,nglyc_ablated,269,-0.1326,89.07
sp_SPglaA__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,direct_natag_pts1ok,none,nglyc_native,269,-0.1326,89.07
sp_SPglaA__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,275,-0.1441,88.74
sp_SPglaA__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,direct_natag_pts1ok,short_kex2_pro,nglyc_native,275,-0.1441,88.74
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,283,-0.1620,88.23
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,283,-0.1620,88.23
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_3xAla,none,nglyc_ablated,272,-0.1378,88.92
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPglaA,glaA_KRGGG_3xAla,none,nglyc_native,272,-0.1378,88.92
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,278,-0.1497,88.58
sp_SPglaA__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,278,-0.1497,88.58
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,280,-0.1564,88.39
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,280,-0.1564,88.39
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_pts1ok,none,nglyc_ablated,269,-0.1326,89.07
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,glaA_KRGGG_pts1ok,none,nglyc_native,269,-0.1326,89.07
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,275,-0.1441,88.74
sp_SPglaA__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,275,-0.1441,88.74
sp_SPglaA__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,283,-0.1620,88.23
sp_SPglaA__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KR_3xAla,long_kex2_pro,nglyc_native,283,-0.1620,88.23
sp_SPglaA__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_KR_3xAla,none,nglyc_ablated,272,-0.1378,88.92
sp_SPglaA__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPglaA,glaA_KR_3xAla,none,nglyc_native,272,-0.1378,88.92
sp_SPglaA__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,278,-0.1497,88.58
sp_SPglaA__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KR_3xAla,short_kex2_pro,nglyc_native,278,-0.1497,88.58
sp_SPglaA__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,280,-0.1564,88.39
sp_SPglaA__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,280,-0.1564,88.39
sp_SPglaA__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_KR_pts1ok,none,nglyc_ablated,269,-0.1326,89.07
sp_SPglaA__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,glaA_KR_pts1ok,none,nglyc_native,269,-0.1326,89.07
sp_SPglaA__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,275,-0.1441,88.74
sp_SPglaA__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,275,-0.1441,88.74
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,283,-0.1620,88.23
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,283,-0.1620,88.23
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_3xAla,none,nglyc_ablated,272,-0.1378,88.92
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_3xAla,none,nglyc_native,272,-0.1378,88.92
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,278,-0.1497,88.58
sp_SPglaA__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,278,-0.1497,88.58
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,280,-0.1564,88.39
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,280,-0.1564,88.39
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_pts1ok,none,nglyc_ablated,269,-0.1326,89.07
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_pts1ok,none,nglyc_native,269,-0.1326,89.07
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,275,-0.1441,88.74
sp_SPglaA__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,275,-0.1441,88.74
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,280,-0.1564,88.39
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,280,-0.1564,88.39
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA,tandem_KEX2_pts1ok,none,nglyc_ablated,269,-0.1326,89.07
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPglaA,tandem_KEX2_pts1ok,none,nglyc_native,269,-0.1326,89.07
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,275,-0.1441,88.74
sp_SPglaA__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,275,-0.1441,88.74
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,289,-0.1529,88.49
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,289,-0.1529,88.49
